서울특별시,종로구,양식,돈까스보라,02-741-3455,서울특별시 종로구 대학로5길 5 (연건동),수제 돈까스,7000,돈까스 정식,8000,,,,
서울특별시,종로구,양식,리브포나우,0507-1379-3315,"서울특별시 종로구 새문안로5가길 28, 지하1층 121호",아라비아따(토마토파스타),13500,제철주먹밥,3500,홍차,3000,,
서울특별시,용산구,양식,감베로니,02-3273-1791,서울특별시 용산구 한강대로 81길 5,돈 까 스 (1인분),9000,파스타,8000,,,,
서울특별시,용산구,양식,효창돈까스,02-716-1988,서울특별시 용산구 효창원로 147 (효창동) 1층,돈까스,11000,,,,,,
서울특별시,용산구,양식,윤토스트,,서울특별시 용산구 청파로 280-1 (청파동),토스트,2000,,,,,,
서울특별시,광진구,양식,겨울나그네,02-498-3650,서울특별시 광진구 능동로 147-1(화양동),돈까스,6500,,,,,,
서울특별시,광진구,양식,무한정수제돈가스,02-469-3122,"서울특별시 광진구 군자로 102, 1층 (군자동)",돈가스,8500,,,,,,
서울특별시,광진구,양식,하루,,"서울특별시 광진구 능동로16길 60, 1층 (화양동)",돈가스,8500,,,,,,
서울특별시,동대문구,양식,지노돈까스,02-959-3189,"서울특별시 동대문구 제기로38길 40, 1층(청량리동)",돈까스,8500,제육덮밥,8000,,,,
서울특별시,동대문구,양식,39돈가스,070-4103-9632,서울특별시 동대문구 휘경로2길 5-2 (이문동),등심돈가스,8500,김치돈가스,9000,안심돈가스,9500,,
서울특별시,동대문구,양식,아리랑동가스,02-3295-2897,서울특별시 동대문구 이문로28길 13 (이문동),마늘돈까스,6500,치즈돈까스,6500,생선까스,7000,,
서울특별시,동대문구,양식,돈태자,02-2244-9255,서울특별시 동대문구 한천로24길 10 (장안동) 1층,돈까스,10000,생선까스,11000,치즈돈까스,11000,,
서울특별시,동대문구,양식,따께리아 라 비다(Taqueria La Vida),0507-1389-4311,서울특별시 동대문구 경희대로1길 27 (회기동) 1층,타코(3p),9000,케사디야(퀘사디아),6000,,,,
서울특별시,성북구,양식,도이칠란드 박,0507-1335-4532,"서울특별시 성북구 솔샘로6길 30-15, 1층",잠봉뵈르샌드위치,8900,잠봉프로마쥬샌드위치,8900,,,,
서울특별시,도봉구,양식,하이드파스타,02-3494-1177,"서울특별시 도봉구 도당로 32(방학동, 성진파크뷰아파트) 상가1층3호",뽀모도로,9900,하이드샐러드,8500,,,,
서울특별시,도봉구,양식,파스타잇,02-995-2800,서울특별시 도봉구 도봉로 112길 26,토마토파스타,8500,크림파스타,8500,,,,
서울특별시,은평구,양식,구파발파스타,02-356-9884,서울특별시 은평구 진관4로17 820동 상가,치즈토마토 파스타,9500,,,,,,
서울특별시,은평구,양식,30cm돈까스,02-356-3045,"서울특별시 은평구 연서로26길 27, 지하1층102호(대조동)",옛날돈까스,8000,,,,,,
서울특별시,서대문구,양식,한잎,,"서울특별시 서대문구 홍은중앙로9길 10, 1층",돈카츠,4000,스파게티,4500,,,,
서울특별시,서대문구,양식,에버그린,02-396-0252,서울특별시 서대문구 모래내로 350,돈가스,8000,생선가스,9000,오므라이스,8000,,
서울특별시,서대문구,양식,미식가,02-303-8030,서울특별시 서대문구 가재울로10길 41,돈가스,10000,,,,,,
서울특별시,서대문구,양식,밀,02-304-7991,서울특별시 서대문구 증가로8길 8-1 (남가좌동) 1층,포르치니파케리,19500,안심스테이크,31000,,,,
서울특별시,서대문구,양식,해피돈까스,02-394-4476,서울특별시 서대문구 세검정로 52-10 (홍제동) 1층,해피돈까스,9000,해피정식(모둠),10000,,,,
서울특별시,서대문구,양식,빠오돈,,"서울특별시 서대문구 거북골로 174-1, 1층 좌측(북가좌동)",수제등심돈까스,3500,,,,,,
서울특별시,서대문구,양식,포방돈카,,"서울특별시 서대문구 포방터길43,1층좌",등심돈까스,9000,안심돈까스,10000,치즈돈까스,10000,,
서울특별시,서대문구,양식,제인버거,02-3144-0955,서울특별시 서대문구 연희로 245,제인버거,4000,,,,,,
서울특별시,마포구,양식,파스타고,,"서울특별시 마포구 와우산로33길 12, 1층","떡볶이파스타(매장이용, 방문포장시)",9600,"갈릭버터크림파스타(매장이용, 방문포장시)",10000,,,,
서울특별시,마포구,양식,리우키친,0507-1300-5493,서울특별시 마포구 월드컵북로 402 (상암동) B101호,닭가슴살샐러드,4500,,,,,,
서울특별시,강서구,양식,칸스 KANS,,서울특별시 강서구 방화동로5길 12-1 (방화동),브리또,4900,치킨브리또,6500,치미창가,9500,,
서울특별시,강서구,양식,타코까나스따,02-3663-8079,"서울특별시 강서구 우장산로 13, 101호(내발산동, 천우네오젠아파트)",타코알빠스톨,3000,퀘사디아,10000,,,,
서울특별시,강서구,양식,포노,,"서울특별시 강서구 화곡로55길 35, 101호",스파이시감베로니,10000,해산물 토마토 파스타,9500,해산물 토마토 리조또,10000,,
서울특별시,영등포구,양식,시에나프리모,0507-1475-1633,"서울특별시 영등포구 국회대로 70길 19, 지하1층 B6호",토마토스파게티,12800,,,,,,
